LIBID,ZIP,POPU_LSA,MASTER,LIBRARIA,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,TOTEXPCO,TOTOPEXP,BKVOL,EBOOK,AUDIO_PH,VIDEO_PH,HRS_OPEN,VISITS,ELMATCIR,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,YEAR
KS0265,66963,64,0,0.25,0.25,64.0625,78.453125,0.671875,0,143.1875,29.6875,136.21875,41.65625,2036.046875,0.21875,5.421875,610,11.734375,0,0.296875,0.234375,0.0625,0.484375,0.453125,0.03125,2015
KS0291,67664,131,0,0.18,0.18,25.68702290076336,34.534351145038165,0,10.709923664122137,70.93129770992367,7.251908396946565,56.969465648854964,31.908396946564885,994.7099236641221,0.40458015267175573,0.1984732824427481,550,11.908396946564885,0.22900763358778625,0.25190839694656486,0.20610687022900764,0.04580152671755725,2.053435114503817,1.8244274809160306,0.22900763358778625,2015
KS0094,66942,92,0,0.25,0.25,45.65217391304348,58.18478260869565,0,5.434782608695652,109.27173913043478,11.271739130434783,91.05434782608695,48.46739130434783,1416.3804347826087,0,2.402173913043478,520,23.282608695652176,0,0.9021739130434783,0.358695652173913,0,8.315217391304348,2.010869565217391,0,2015
KS0194,67647,131,0,0.18,0.25,9.221374045801527,35.13740458015267,0,17.557251908396946,61.916030534351144,9.923664122137405,58.62595419847328,27.16030534351145,994.7099236641221,0.3511450381679389,1.3740458015267176,520,4.763358778625954,0.7938931297709924,0.16793893129770993,0.16793893129770993,0,3.549618320610687,3.549618320610687,0,2015
KS0264,66964,112,0,0.25,0.25,56.785714285714285,34.92857142857143,2.3839285714285716,24.776785714285715,118.875,6.491071428571429,81.25,30.660714285714285,1163.455357142857,0.45535714285714285,4.375,520,7.446428571428571,0.05357142857142857,0.26785714285714285,0.14285714285714285,0.07142857142857142,1.625,1.4732142857142858,0.6875,2015
KS0104,67638,111,0,0,0,13.576576576576576,0.3333333333333333,0,0,13.90990990990991,3.27027027027027,12.666666666666666,62.585585585585584,1173.936936936937,0.08108108108108109,0,312,2.6576576576576576,0,0,0,0,0,0,0,2015
KS0208,67556,260,0,0.43,0.43,26.426923076923078,23.45,0,3.8846153846153846,53.761538461538464,6.288461538461538,49.04615384615385,41.61153846153846,501.1807692307692,0.38461538461538464,0.9615384615384616,884,18.115384615384617,0.3384615384615385,0.05,0.046153846153846156,0,0.08846153846153847,0.046153846153846156,0,2015
KS0168,67644,164,0,0.68,0.98,16.371951219512194,29.079268292682926,0,2.591463414634146,48.042682926829265,8.146341463414634,29.658536585365855,41.75609756097561,794.5548780487804,0.4634146341463415,2.1646341463414633,1404,8.536585365853659,1.1524390243902438,0.40853658536585363,0.25,0,1.1951219512195121,1.1646341463414633,0,2015
KS0023,67520,247,0,0.38,0.38,17.57894736842105,17.246963562753038,0,7.497975708502024,42.32388663967611,6.303643724696356,51.02834008097166,17.275303643724698,527.5587044534414,0.2631578947368421,1.5708502024291497,780,5.558704453441296,0.05263157894736842,0.024291497975708502,0.024291497975708502,0,0.3117408906882591,0.3117408906882591,0,2015
KS0035,66936,354,0,0.38,0.43,41.98587570621469,20.536723163841806,0,0,62.5225988700565,1.4152542372881356,33.929378531073446,30.203389830508474,368.09887005649716,0.6638418079096046,1.805084745762712,884,4.268361581920904,0,0.03389830508474576,0.02824858757062147,0.005649717514124294,0.13559322033898305,0.12429378531073447,0.011299435028248588,2015
KS0247,67657,282,0,0.3,0.38,22.120567375886523,17.365248226950353,0,17.365248226950353,56.851063829787236,1.549645390070922,30.890070921985817,12.9822695035461,462.08156028368796,4.546099290780142,0.2978723404255319,780,1.5177304964539007,0.0070921985815602835,0.05319148936170213,0.0425531914893617,0,0.4716312056737589,0.33687943262411346,0,2015
KS0292,67481,268,0,0.38,0.38,31.996268656716417,19.619402985074625,0,3.3470149253731343,54.96268656716418,6.619402985074627,47.86194029850746,27.44402985074627,486.22014925373134,0.34328358208955223,3.3470149253731343,780,11.529850746268657,0.30597014925373134,0.23134328358208955,0.1865671641791045,0.026119402985074626,2.455223880597015,2.175373134328358,0.10074626865671642,2015
KS0089,67621,255,0,0.35,0.35,16.03921568627451,21.95294117647059,0,6.607843137254902,44.6,6.658823529411765,35.78823529411765,17.109803921568627,511.0078431372549,0.3411764705882353,2.0823529411764707,728,11.176470588235293,0.054901960784313725,0.2980392156862745,0.2901960784313726,0,0.9254901960784314,0.8274509803921568,0,2015
KS0174,66952,212,0,0.43,0.57,37.971698113207545,23.96698113207547,0,59.174528301886795,121.11320754716981,16.31132075471698,124.2122641509434,36.9622641509434,614.6556603773585,0.1650943396226415,2.94811320754717,750,11.943396226415095,0,0.0660377358490566,0.0330188679245283,0.014150943396226415,1.9433962264150944,0.8632075471698113,0.4858490566037736,2015
KS0064,66939,277,0,0.25,0.25,21.1985559566787,19.490974729241877,0,9.025270758122744,49.714801444043324,6.898916967509026,32.021660649819495,20.56317689530686,470.42238267148014,0,1.108303249097473,520,7.772563176895307,0.01444043321299639,0.2779783393501805,0.20938628158844766,0,3.2635379061371843,1.2490974729241877,0,2015
KS0151,66948,283,0,0.25,0.25,14.151943462897526,11.279151943462898,1.0706713780918728,2.4734982332155475,28.975265017667844,8.190812720848056,35.04593639575972,23.85512367491166,460.4487632508834,0,1.187279151943463,520,3.3568904593639575,0.6466431095406361,0.09187279151943463,0.04946996466431095,0.007067137809187279,0.6607773851590106,0.3003533568904594,0.02120141342756184,2015
KS0120,67448,395,0,0.38,0.38,17.372151898734177,13.764556962025317,0,1.1088607594936708,32.245569620253164,1.1721518987341772,28.435443037974682,15.21012658227848,329.89620253164554,0.13164556962025317,0.7341772151898734,780,4.329113924050633,0.6734177215189874,0.12658227848101267,0.09620253164556962,0,1.5063291139240507,1.070886075949367,0.020253164556962026,2015
KS0243,67565,274,0,0.4,0.4,34.03284671532847,23.04014598540146,0.9890510948905109,3.332116788321168,61.394160583941606,6.536496350364963,50.722627737226276,21.419708029197082,475.5729927007299,0.6532846715328468,2.927007299270073,826,5.299270072992701,0.5912408759124088,0.0948905109489051,0.0948905109489051,0,1.7445255474452555,1.594890510948905,0,2015
KS0273,66966,359,0.39,0.85,0.89,47.63231197771588,14.440111420612814,0,2.030640668523677,64.10306406685237,4.860724233983287,52.68523676880223,32.309192200557106,362.97214484679665,0.724233983286908,1.3426183844011141,1092,12.894150417827298,0.0807799442896936,0.08913649025069638,0.05013927576601671,0.025069637883008356,0.9080779944289693,0.362116991643454,0.11977715877437325,2015
KS0195,67648,393,0,0.43,0.48,24.783715012722645,13.335877862595419,0,8.12468193384224,46.2442748091603,3.9618320610687023,40.534351145038165,14.552162849872774,331.56997455470736,0.5012722646310432,1.5572519083969465,988,9.992366412213741,0.47837150127226463,0.15521628498727735,0.04071246819338423,0,0.9134860050890585,0.33587786259541985,0,2015
KS0108,67446,435,0,0.4,0.4,19.501149425287355,17.15632183908046,0,14.797701149425288,51.4551724137931,9.6,55.32183908045977,10.882758620689655,299.55632183908045,0.07816091954022988,0.8666666666666667,832,6.632183908045977,0.03908045977011494,0.08045977011494253,0.022988505747126436,0.04827586206896552,1.4229885057471265,0.6275862068965518,0.5310344827586206,2015
KS0155,66949,424,0,0.5,0.5,32.759433962264154,12.38679245283019,0,1.304245283018868,46.450471698113205,5.898584905660377,46.450471698113205,23.6438679245283,307.32783018867923,0.08490566037735849,1.2900943396226414,1040,8.580188679245284,0.014150943396226415,0.08726415094339622,0.06839622641509434,0,0.5471698113207547,0.30424528301886794,0,2015
KS0067,67436,351,0,0.4,0.4,31.475783475783476,14.948717948717949,0,12.324786324786325,58.74928774928775,16.68091168091168,55.085470085470085,30.586894586894587,371.24501424501426,0.358974358974359,2.0028490028490027,832,5.185185185185185,0.05413105413105413,0.1794871794871795,0.08547008547008547,0.05128205128205128,1.3190883190883191,0.9002849002849003,0.11965811965811966,2015
KS0163,66951,461,0,1,1.23,13.735357917570498,19.136659436008678,0.43383947939262474,25.85466377440347,59.16052060737527,8.073752711496747,66.96312364425162,23.088937093275486,283.175704989154,0.28199566160520606,0.6616052060737527,2216,15.58351409978308,0.27114967462039047,0.39913232104121477,0.3796095444685466,0.019522776572668113,5.351409978308026,5.214750542299349,0.13665943600867678,2015
KS0107,67445,487,0,0.4,0.4,25.66735112936345,12.26694045174538,0,3.080082135523614,41.01437371663244,6.186858316221766,25.531827515400412,19.250513347022586,267.57084188911705,0.6673511293634496,0.5338809034907598,832,6.209445585215605,0.012320328542094456,0.055441478439425054,0.055441478439425054,0,0.1704312114989733,0.1704312114989733,0,2015
KS0136,67430,456,0,0.48,0.48,26.399122807017545,11.99561403508772,0,7.041666666666667,45.43640350877193,8.013157894736842,33.546052631578945,17.346491228070175,285.7609649122807,0.31359649122807015,0.4517543859649123,988,6.842105263157895,0.021929824561403508,0.08991228070175439,0.07894736842105263,0,0.43640350877192985,0.20614035087719298,0,2015
KS0160,67454,479,0,0.4,0.4,17.1356993736952,12.025052192066806,0,0,29.160751565762006,5.402922755741128,23.83089770354906,9.55741127348643,272.03966597077243,0.04175365344467641,0.20876826722338204,832,2.4133611691022963,0,0.0020876826722338203,0.0020876826722338203,0,0.04801670146137787,0.04801670146137787,0,2015
KS0193,67646,569,0,0.4,0.48,23.48506151142355,10.471001757469244,0,0,33.95606326889279,2.9349736379613356,32.6871704745167,10.789103690685414,229.01054481546572,0.4850615114235501,0.5588752196836555,832,6.764499121265378,0.5377855887521968,0.08084358523725835,0.022847100175746926,0.01054481546572935,0.7451669595782073,0.3409490333919156,0.07908611599297012,2015
KS0266,66938,703,0,0.73,0.81,29.132290184921764,9.372688477951636,0,1.8492176386913228,40.35419630156472,5.483641536273115,42.513513513513516,19.01280227596017,185.3584637268848,0.1678520625889047,0.6927453769559033,1300,9.65149359886202,0.26884779516358465,0.07539118065433854,0.06116642958748222,0.00995732574679943,1.4793741109530583,1.0298719772403984,0.2460881934566145,2015
KS0171,67490,766,0,0.68,0.68,20.365535248041777,7.614882506527415,0,1.3054830287206267,29.28590078328982,1.8798955613577024,36.907310704960835,5.233681462140992,170.1135770234987,0.044386422976501305,0.3577023498694517,1404,4.339425587467363,0.033942558746736295,0.0639686684073107,0.05483028720626632,0.009138381201044387,0.5378590078328982,0.5221932114882507,0.015665796344647518,2015
KS0147,67525,750,0,0.48,0.56,39.434666666666665,6.928,0.3333333333333333,2.8226666666666667,49.51866666666667,4.3293333333333335,48.832,17.105333333333334,173.74266666666668,0.16666666666666666,0.76,988,2,0,0.06933333333333333,0.042666666666666665,0,0.724,0.404,0,2015
KS0201,66956,858,0,0.95,0.95,16.84149184149184,10.040792540792541,0,2.913752913752914,29.796037296037294,1.6386946386946386,30.96153846153846,12.414918414918414,151.87296037296036,0.0979020979020979,0.5303030303030303,1976,8.593240093240093,0.534965034965035,0.0944055944055944,0.023310023310023312,0.06526806526806526,1.3135198135198136,0.18065268065268064,0.6083916083916084,2015
KS0073,67437,873,0,0.75,0.75,29.399770904925543,9.282932416953036,0,3.40893470790378,42.09163802978236,9.402061855670103,38.59679266895762,16.054982817869416,149.26345933562428,0.21076746849942726,1.3447880870561284,1560,7.493699885452463,0.23596792668957617,0.042382588774341354,0.022909507445589918,0.01718213058419244,1.0504009163802979,0.9129438717067583,0.045819014891179836,2015
KS0187,67455,1266,0,1.31,1.51,29.419431279620852,6.544233807266982,0.16192733017377567,5.91390205371248,42.039494470774095,5.169826224328594,48.90521327014218,8.484992101105846,102.92812006319116,0.08135860979462875,0.8056872037914692,2028,10.72037914691943,0.4755134281200632,0.0750394944707741,0.060821484992101105,0.011848341232227487,2.3886255924170614,2.203001579778831,0.14139020537124802,2015
KS0016,67548,1393,0,1.58,1.58,37.113424264178036,8.568557071069634,0,1.4084709260588657,47.09045226130653,5.3108399138549895,37.301507537688444,10.638908829863604,93.54414931801867,0.32089016511127066,0.6618808327351041,1794,9.303661162957646,0.06460875807609476,0.024407753050969132,0.019382627422828428,0.005025125628140704,0.3646805455850682,0.32160804020100503,0.023689877961234746,2015
KS0289,67669,1315,0,1.45,1.7,45.664638783269965,6.8866920152091256,0,19.701140684410646,72.25247148288973,8.46235741444867,62.16882129277567,13.08212927756654,99.09277566539924,0.15893536121673005,0.5026615969581749,2288,13.465399239543727,0.09277566539923954,0.10494296577946768,0.096577946768060835,0,2.1901140684410647,2.1155893536121675,0.015209125475285171,2015
KS0240,67473,1396,0,1.71,2.06,52.48495702005731,9.01647564469914,0,6.79727793696275,68.2987106017192,11.385386819484241,64.3538681948424,12.722063037249283,93.34312320916905,0.31017191977077363,0.9269340974212035,2236,12.199140401146131,0.6224928366762178,0.07378223495702006,0.06160458452722063,0.01002865329512894,2.4426934097421205,2.19054441260745,0.17335243553008595,2015
