LIBID,ZIP,POPU_LSA,MASTER,LIBRARIA,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,TOTEXPCO,TOTOPEXP,BKVOL,EBOOK,AUDIO_PH,VIDEO_PH,HRS_OPEN,VISITS,ELMATCIR,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,YEAR
KS0039,67428,993,0,0.33,0.33,18568,5242,0,0,23810,2011,11591,3751,130307,0,136,676,1483,22,46,34,0,520,400,0,2015
KS0030,67522,1335,0,0.88,1.01,48968,6219,0,20000,75187,9688,51726,13167,130307,100,1773,1794,11960,71,51,46,2,2947,2858,36,2015
KS0229,67561,1041,0,0.75,0.75,20027,5376,0,4150,29553,1638,27144,6820,130307,146,591,1506,3509,55,51,44,0,376,319,0,2015
KS0230,67578,1002,0,1,1,21075,6340,0,8097,35512,340,35628,18884,130307,0,0,2080,6600,101,0,0,0,0,0,0,2015
KS0037,67022,1034,0,0.35,0.73,19697,6928,0,7087,33712,4178,35369,9587,130307,77,217,1200,6879,209,64,10,2,731,181,30,2015
KS0167,67070,1028,0,0.5,0.55,17002,447,100,0,17549,4270,15701,19472,130307,460,329,780,12350,193,10,10,0,46,46,0,2015
KS0059,67031,1239,0,0.35,0.35,14950,5469,0,3571,23990,5966,25660,11866,130307,69,0,728,2955,212,7,7,0,582,582,0,2015
KS0297,67144,1427,0.75,1.5,1.88,45667,12727,0,734,59128,9783,54765,11206,130307,212,1868,1352,8875,214,63,45,0,2580,2555,0,2015
KS0224,67107,1726,0,1.93,2.03,73000,8345,92,5346,86783,11100,76800,21398,130907,220,2004,2600,26500,1753,129,65,62,2196,948,1123,2015
KS0186,67135,1701,0,1.73,1.73,41464,8555,151,4845,55015,9159,57264,10128,130307,45,490,2200,19920,467,32,18,9,708,587,86,2015
KS0145,67576,1244,0,1,3.01,25813,12391,277,1761,40242,23437,41219,35021,130307,535,1811,3042,26584,830,693,586,31,14175,12650,453,2015
KS0045,67025,2728,0,1.2,1.25,63380,15069,0,9067,87516,7607,84372,13557,130307,266,845,1924,22862,366,56,37,4,1571,1354,54,2015
KS0127,67058,1398,0,1,1.5,66134,7963,50,5012,79159,8851,71364,15360,130307,93,614,1924,12168,0,36,24,5,244,158,31,2015
KS0051,67026,2531,0.9,1.65,2.45,82756,14582,0,4002,101340,6375,86684,15940,130307,603,1555,1872,12480,1306,31,24,4,782,765,11,2015
KS0058,67030,2318,0,0.8,1.68,82120,5373,0,2026,89519,11443,80923,12756,130307,68,269,2184,11461,0,90,82,8,1414,1369,45,2015
KS0020,67013,1627,0.5,0.85,0.9,44886,6279,0,1645,52810,9224,55981,7993,130307,38,422,1612,4495,1497,31,19,4,522,476,20,2015
KS0109,67052,4692,0,3.04,3.15,124624,16007,0,18143,158774,26520,150281,24615,130307,269,1617,2704,18206,1281,191,119,64,5239,4500,625,2015
KS0121,67056,2084,0,1,1.75,88707,11343,0,2400,102450,9043,96480,18919,130307,238,636,2272,11279,887,8,6,0,840,800,0,2015
KS0287,67579,2303,0,1,1.9,59004,16326,339,20391,96060,14636,88060,24881,130307,127,3299,2600,13648,563,280,171,60,4848,4063,379,2015
KS0072,67039,2481,0,1,1.88,98658,13431,0,7500,119589,15126,98428,29965,130307,440,1257,2158,21244,860,105,37,10,1277,905,60,2015
KS0006,67003,2234,0,1.95,2.3,70309,17120,0,3558,90987,25663,113361,29980,130307,679,855,2444,13465,156,44,41,0,592,567,0,2015
KS0188,67104,2021,0,1,2.15,113600,11330,0,4574,129504,13053,97528,17733,130336,381,977,2418,14375,1953,24,23,0,564,549,0,2015
KS0137,67062,3734,1.8,3.1,3.58,196460,19670,592,10913,227635,27817,205106,37321,130307,835,2119,2697,32774,3027,190,147,15,5619,5056,97,2015
KS0190,67456,3438,0,1.4,1.5,52460,16879,187,6371,75897,12375,83387,18143,130307,381,954,2100,16528,580,167,135,6,1341,1206,14,2015
KS0164,67068,3094,0,3.75,3.98,123711,19746,0,39314,182771,14154,165647,30371,130307,848,1995,2600,24695,1199,212,185,19,2924,2482,366,2015
KS0099,67002,12509,1,6,7.65,421200,68448,436,100382,590466,65251,487728,40464,130307,3103,4734,2961,111085,7241,127,106,17,6217,5868,304,2015
KS0197,67554,3737,0,0.75,2.4,65851,14182,299,53846,134178,10825,106934,26397,130307,769,1090,2664,14979,215,102,85,7,2051,1745,21,2015
KS0166,67054,2513,0,2.7,2.74,75000,841,0,0,75841,10877,93262,38419,130307,540,2504,4030,9048,348,136,136,0,1375,1375,0,2015
KS0076,67147,7057,0,2.19,4.42,232000,25515,284,4546,262345,45506,228026,47359,130307,2567,1456,2444,37805,2954,174,132,23,5306,4847,143,2015
KS0226,67110,6289,1,1,4,318000,19155,0,15966,353121,52811,291306,30021,130307,363,2808,2392,61680,1292,110,93,6,2834,2682,19,2015
KS0013,67010,9242,0,1,7.63,323393,21474,343,16609,361819,29936,305295,25120,130307,429,3235,2792,38972,4089,53,37,7,1926,1717,89,2015
KS0312,67152,7942,1,1,4.5,225284,15956,250,15746,257236,18722,213723,35852,130307,991,330,2668,23120,2744,128,96,25,3178,2776,267,2015
KS0132,67060,11112,1,7.18,7.18,321833,43969,280,27812,393894,8642,340816,57009,130307,1644,2024,2936,111733,1399,557,299,35,7342,3726,279,2015
KS0260,67124,9850,0,4,4.6,289640,3292,225,80674,373831,45938,285080,27463,130307,813,1751,2288,38000,3370,375,187,156,7241,5406,1227,2015
KS0026,67042,12879,1.73,2.73,9.03,440793,36237,224,38213,515467,67879,514182,53583,130307,2608,3928,2960,87529,3242,163,137,12,2464,1722,146,2015
KS0320,67156,12258,0,2,6.85,510318,46898,300,24049,581565,37562,459207,58373,130307,1141,4426,3286,73563,13153,97,92,4,4892,4681,61,2015
KS0211,67460,13189,1,1,12.28,859094,46857,0,32362,938313,69230,804127,91473,130307,3318,3009,3432,127493,1327,439,345,46,10932,9844,312,2015
KS0068,67037,23234,1,5,18.98,1327073,79597,0,68497,1475167,223477,1398673,86663,130307,14162,13517,3484,199758,20741,946,357,136,21393,16098,1734,2015
KS0007,67005,12205,1,5,7.28,334716,37776,0,37530,410022,44067,410022,37289,130307,1322,2359,3120,52117,2625,67,37,27,2015,1527,456,2015
KS0228,67114,19120,2,2,11.75,727305,53212,276,66796,847589,123104,759575,82478,130307,3077,4252,3432,116532,12477,661,315,205,18559,13936,2598,2015
KS0144,67501,41642,5.75,5.75,36.75,1779622,175706,0,265103,2220431,354500,1927170,220295,132679,12399,5243,3536,271247,17735,709,647,15,17722,16646,182,2015
KS0319,67202,388413,29,30,104.5,8117279,409242,244,164592,8691357,896993,8493702,621307,138071,49070,60908,20604,980296,63885,2605,1518,74,70035,55560,2714,2015
KS0272,66772,104,0,0.33,0.38,2500,5910,0,3781,12191,1005,13250,4696,130307,225,914,647,3558,1,74,62,12,423,363,60,2015
KS0134,66746,132,0,0.25,0.25,1350,844,0,5794,7988,30,7587,3478,130307,83,138,520,1050,127,3,1,1,83,16,12,2015
KS0090,67047,154,0,0.2,0.2,0,4456,0,420,4876,0,3964,2499,130307,0,188,400,693,0,5,3,1,42,28,5,2015
KS0261,66767,260,0,0.38,0.38,5568,5127,0,5659,16354,510,15743,9538,130307,16,1413,780,4824,0,1,1,0,0,0,0,2015
KS0306,66780,220,0,0.25,0.25,3900,74,0,0,3974,400,5104,2595,130307,0,1002,500,905,0,2,2,0,21,21,0,2015
KS0223,67354,390,0,0.75,0.75,4469,4545,0,0,9014,2612,8759,3556,130307,6,540,962,1535,-1,46,21,7,226,146,7,2015
KS0122,66853,255,0,0.5,0.53,10929,5678,0,978,17585,1441,14605,6552,130307,0,491,1040,3900,0,68,62,5,888,855,25,2015
KS0119,67346,203,0,0.3,0.3,3270,5062,0,125,8457,1000,7915,4481,130307,115,167,624,1187,8,2,2,0,10,10,0,2015
KS0027,66716,311,0,0.45,0.45,12785,6493,0,2917,22195,1653,16641,5909,130307,110,568,936,2676,0,17,10,5,134,105,16,2015
KS0296,66777,265,0,0.45,0.45,10641,5573,1350,1000,18564,551,13261,5972,130307,79,1617,936,2200,0,77,24,52,234,95,119,2015
KS0056,66015,402,0,0.18,0.18,4884,4818,0,850,10552,1954,5591,4453,130307,66,722,1392,1300,118,12,12,0,91,91,0,2015
KS0077,67342,430,0,0.44,0.57,14958,8784,0,500,24242,2114,19623,5453,130307,217,182,1170,2945,55,43,38,5,222,211,11,2015
KS0209,66753,686,0,0.55,0.55,24078,5936,0,6400,36414,3895,24260,7449,130308,44,679,1144,5052,26,37,34,2,457,424,18,2015
KS0004,66710,390,0,0.78,0.78,6278,4988,0,0,11266,1572,10441,3683,130307,0,231,884,1266,49,7,7,0,168,168,0,2015
KS0217,67353,344,0,0.33,0.33,9300,3077,0,2100,14477,2780,10226,16684,130307,885,1553,676,4129,373,24,12,5,557,319,80,2015
KS0101,66776,474,0,0.48,0.48,13010,9030,287,4085,26412,4159,28140,5726,130307,121,433,1092,4644,102,15,9,0,512,291,0,2015
KS0220,66755,529,0,0.5,0.5,9431,5762,0,0,15193,2351,10289,4535,130307,138,571,780,1611,297,8,7,1,53,28,20,2015
KS0184,66010,480,0,0.75,0.75,35175,3540,0,5173,43888,5200,40769,5705,130307,0,1889,1560,6916,14,15,15,0,165,165,0,2015
KS0206,66056,1257,0.64,2.77,2.82,150706,4794,0,2143,157643,5384,151021,20505,130307,767,2382,2262,17796,59,35,16,5,645,285,5,2015
KS0041,67024,546,0,0.45,0.45,15500,5876,0,2346,23722,997,22563,3095,130307,14,698,1092,10208,7,13,6,3,194,132,6,2015
KS0142,67349,642,0,0.6,0.79,26350,6054,55,2000,34459,4602,33199,7545,130307,21,337,900,5588,52,41,36,1,941,849,24,2015
KS0311,66781,657,0,1,1.38,14200,7160,0,2146,23506,2364,21640,7334,130307,88,1086,1239,3432,0,4,3,0,75,39,0,2015
KS0199,66860,661,0,0.69,0.69,25943,6486,0,3238,35667,2858,33203,9483,130307,103,435,1170,4160,349,9,7,0,178,155,0,2015
KS0116,66771,905,0,0.8,1,43982,6126,0,800,50908,1655,49108,6812,130307,123,604,2080,6632,5,7,7,0,79,55,4,2015
KS0003,67330,1049,0,0.6,0.6,31759,5530,0,517,37806,4130,27168,11242,130307,538,910,1248,1425,8,11,9,1,134,96,7,2015
KS0189,66075,1798,0,1,2.49,119485,6487,151,9040,135163,8913,136073,10106,130307,210,1847,2106,14395,45,100,63,19,2025,1454,176,2015
KS0275,67361,1065,0.6,0.9,1.75,28122,6436,0,391,34949,1744,18948,13854,130307,193,596,1664,4160,14,14,6,0,87,60,0,2015
KS0086,66733,1108,0,1,1.63,60110,1174,0,9147,70431,7403,72358,12055,130307,306,255,2028,11463,193,23,16,0,170,116,0,2015
KS0183,66040,1689,0,2.73,2.86,340586,2716,285,2725,346312,33955,345234,34534,130307,589,2153,2352,33800,201,125,106,10,4978,2565,467,2015
KS0047,67336,1091,0,0.5,0.5,9081,6667,0,125,15873,2674,14786,13658,130307,0,215,1040,9227,14,30,15,12,249,54,180,2015
KS0179,66087,7310,1,5.5,9.38,415607,3570,3204,61573,483954,39634,477586,32424,130307,1432,5181,8112,34528,506,325,226,26,2989,2323,121,2015
KS0321,66783,1350,0,1,2.05,55770,9352,144,0,65266,6569,65266,13123,130307,119,1151,2288,12900,0,24,16,4,621,585,8,2015
KS0242,67356,1781,0,0.8,1.25,18427,8650,0,38131,65208,3146,57274,12015,130307,448,1512,1430,9000,58,34,14,6,194,81,28,2015
KS0143,66748,1886,0,1.88,1.98,75265,9052,0,3346,87663,8889,87663,21340,130307,533,1628,2340,15478,252,21,13,1,410,342,16,2015
KS0038,67333,2125,0,1.44,1.88,55375,8469,0,1402,65246,6700,57471,12146,130307,210,1208,1872,20093,187,70,52,9,1433,1161,146,2015
KS0046,67335,2283,0,1,1.75,93505,8983,0,2653,105141,3272,76608,10011,130307,62,857,2210,25107,627,48,36,0,1479,1371,0,2015
KS0100,66736,2372,0,1,3.2,88614,14526,0,53962,157102,13613,140930,30694,130307,184,1133,2912,26571,713,18,18,0,784,784,0,2015
KS0106,66743,2773,0,4.75,4.75,220278,11835,0,11164,243277,15228,222100,33393,130307,2539,4421,2496,50964,171,236,154,65,2271,1780,308,2015
KS0103,66032,3295,0,3.65,3.85,135309,15346,293,9898,160846,23727,137736,31445,130353,689,1119,2652,31200,789,107,77,9,2240,1240,516,2015
KS0088,67045,2485,1,1,2.5,74000,13522,297,39585,127404,14981,130379,20114,130307,280,1493,1950,19371,254,34,24,5,676,543,63,2015
KS0303,66757,2400,0,3.04,3.24,76495,11835,0,36940,125270,9446,117075,17768,130307,708,1194,2392,88700,189,142,117,13,3359,2677,241,2015
KS0057,66725,3186,0,1,2.15,103608,14540,212,7400,125760,12446,122768,19047,130307,810,790,2340,10296,140,89,53,0,636,350,0,2015
KS0102,66739,2966,0,1.2,1.55,61771,7851,0,0,69622,12799,65773,27467,130307,846,24,2576,6981,0,31,20,10,984,851,91,2015
KS0157,66713,4073,0.88,1.75,2.6,129024,12201,0,1119,142344,4126,137520,23757,130307,283,546,2396,8957,125,58,44,1,768,654,5,2015
KS0149,66749,5553,0.33,2.33,5.57,216842,15027,309,50078,282256,24392,265767,33169,130307,2110,2213,3016,56168,671,145,79,13,2284,1357,101,2015
KS0095,66701,7874,1,2,5.3,255270,16962,0,6595,278827,29414,237930,37552,130307,531,484,2600,30500,1144,84,74,10,1837,1812,25,2015
KS0053,66839,8433,2,19.83,22.06,1208194,2804,599,30600,1242197,88828,1180063,86313,130307,5633,18989,15262,151465,5245,2949,1680,386,29546,22031,3183,2015
KS0043,66720,9295,1,1,6.5,465950,20960,0,27967,514877,51266,521506,63975,130307,3027,5216,3224,39760,13359,248,195,30,4212,3822,79,2015
KS0146,67301,13102,1,1,10.43,522414,7319,0,84267,614000,72846,557960,39089,130307,897,5031,2076,73401,1131,1166,253,415,13637,3079,8717,2015
KS0249,67357,10174,1,1,7.5,402667,22693,0,17243,442603,34870,413290,60934,130307,3429,4849,2840,53604,759,287,149,44,3225,2289,199,2015
KS0054,67337,9876,2,4,6.38,388131,24231,0,27375,439737,44726,383003,61588,130307,1341,3490,3120,93705,433,399,148,16,6454,5121,199,2015
KS0254,66762,20394,2,7,17.4,769126,40421,0,95720,905267,63333,857226,56627,130863,3374,3830,3328,117055,3650,628,317,90,25016,18443,2367,2015
KS0028,67521,29,0,0,0,773,24,0,65,862,161,258,446,130307,18,38,780,614,-1,0,0,0,0,0,0,2015
KS0125,67849,207,0,0.3,0.3,8279,5255,0,1467,15001,2837,14367,5531,130307,91,337,624,809,0,12,8,4,120,100,20,2015
KS0300,67584,159,0,0.29,0.29,5049,3938,0,0,8987,1014,7418,3483,130307,43,228,104,994,33,12,1,0,19,16,0,2015
KS0061,67837,303,0,0.5,0.5,12800,99,0,1450,14349,1165,14250,5680,130307,0,381,1040,2674,12,7,4,3,45,40,5,2015
KS0169,67859,2174,0,0.75,1,43686,1725,0,6214,51625,2609,47263,7451,130307,35,172,1456,4183,38,15,12,0,642,471,0,2015
KS0267,67572,289,0,0.68,0.71,12686,6396,0,1707,20789,3682,21978,9220,130307,129,545,1404,2853,214,3,2,0,28,18,0,2015
KS0096,67844,560,0,0.68,0.76,20295,7030,267,6536,34128,2988,31587,9691,130307,182,1311,1350,6578,284,120,86,24,1129,779,79,2015
KS0284,67876,1147,0,1.52,1.52,60715,10898,0,13734,85347,5482,75433,25911,130307,16,2113,1560,6946,291,60,52,4,834,725,11,2015
KS0213,67552,553,0,0.45,0.45,17800,6660,0,327,24787,5916,22806,19462,130307,286,1481,936,1388,66,14,14,0,63,48,0,2015
KS0216,67865,724,0,0.75,0.75,20688,6678,0,2851,30217,5283,21222,10641,130307,146,372,780,1300,37,24,24,0,178,173,5,2015
KS0029,67834,803,0,1.85,3.12,90977,15506,0,0,106483,8207,89607,16526,130307,897,2014,2080,29784,323,17,13,4,144,126,18,2015
KS0263,67127,697,0,0.75,0.95,37152,754,0,0,37906,1825,20680,8999,130307,110,30,1560,4540,0,12,12,0,128,128,0,2015
KS0154,67854,864,0,1,1,49620,6193,0,0,55813,3217,58520,17491,130307,108,473,1560,14906,78,25,18,6,264,231,15,2015
KS0009,67831,835,0,1.28,1.28,20818,10375,0,31064,62257,7261,58790,17684,130307,247,730,1612,7532,245,53,45,1,814,594,15,2015
KS0218,67867,1554,0,1,1.5,57496,1900,0,7008,66404,6320,57790,15716,130307,189,853,1352,10018,280,216,202,0,1649,1484,14,2015
KS0255,67869,1520,0,1.8,2.33,111112,11209,294,2966,125581,21189,113258,19636,130307,233,754,1820,10807,90,113,105,4,4680,4280,200,2015
KS0074,67870,1639,0,1.13,1.23,100000,1176,0,2455,103631,14458,78457,15774,130307,445,451,1924,22932,11,99,74,4,1627,1418,35,2015
KS0048,67835,2240,0,2.05,4.05,171257,1395,0,15000,187652,28098,178760,35321,130307,1489,1818,3744,25000,1403,243,155,13,3969,2404,65,2015
KS0123,67878,2603,0.5,2.5,3.05,233118,2251,169,20188,255726,14263,223284,24703,130307,1319,1272,2184,29200,1004,138,113,20,2991,2286,551,2015
KS0055,67029,1257,0.98,1.23,1.23,80260,1148,0,0,81408,1984,77857,12622,130307,35,134,2548,4150,224,4,4,0,31,31,0,2015
KS0212,67864,1637,0,2.8,2.8,101111,13978,312,4317,119718,17400,123870,26615,130307,542,2477,2340,20264,139,88,64,5,1336,1002,46,2015
KS0128,67877,2013,0,1,2.3,177635,1110,0,10374,189119,13547,166894,22926,130307,471,305,2080,12900,166,68,48,8,1093,882,50,2015
KS0118,67879,1301,0,0.95,2.2,98000,1393,0,0,99393,12841,102994,12036,130307,1190,890,1872,5021,255,65,41,0,1308,1122,0,2015
KS0165,67547,1451,0,1.8,2.15,98216,14023,1200,13770,127209,8674,113197,26732,130308,676,2173,2288,16548,328,334,193,66,5660,2940,599,2015
KS0227,67560,1454,0,2,2.15,152219,13574,0,5158,170951,19946,130588,18827,130307,1231,1578,1898,10875,155,63,62,1,660,638,3,2015
KS0286,67855,2111,0,4.65,4.65,358194,1931,255,8950,369330,32000,300507,34681,130307,1190,3705,2548,3465,309,56,31,12,1687,1478,71,2015
KS0170,67839,1687,0,1.83,2.53,77479,998,0,6956,85433,5050,72876,20443,130307,789,2288,2808,21993,441,193,160,7,2571,2322,55,2015
KS0317,67861,2176,0,1.25,1.25,56840,1374,189,2500,60903,9187,57447,20266,130307,225,309,2250,9000,25,38,30,0,765,584,0,2015
KS0222,67950,3110,0,4.75,5.13,328925,1493,345,5641,336404,20034,239831,42838,130307,2422,3630,1820,46346,180,406,263,77,1632,1276,174,2015
KS0162,67860,3915,1.08,4.13,4.58,404124,440,0,9448,414012,36011,390770,37448,130485,2748,5184,2652,58555,1463,67,23,20,1298,853,122,2015
KS0288,67951,5801,2,5,6.65,421848,3990,0,26218,452056,39119,429304,34921,130307,3414,4404,3745,148211,1152,171,129,0,8189,5140,0,2015
KS0274,67871,5080,0,2.38,3.91,240000,2307,0,14572,256879,30939,228294,46715,130317,2375,908,2700,48746,734,185,165,18,3834,3644,50,2015
KS0115,67880,7816,0,6,6.5,492576,2563,195,20606,515940,55841,444569,57711,130307,7603,4986,2268,51714,245,178,147,31,3875,3653,132,2015
KS0178,67901,21012,3,8,11.75,583598,30046,0,69824,683468,66406,610566,62585,130307,1974,3941,2912,110649,3779,40,20,10,1655,1340,285,2015
KS0070,67801,28117,4,5,20.2,1264719,38645,195,50072,1353631,121929,1134705,110531,130307,4847,9463,3088,136345,4775,239,159,20,8284,6549,333,2015
KS0092,67846,37184,1,4.6,14.9,954743,23065,0,51048,1028856,136009,997590,115281,130307,5147,15051,3380,191887,1161,544,337,124,13837,11947,1452,2015
KS0301,66544,110,0,0,0,2026,1737,0,430,4193,1208,3509,5561,130307,81,808,624,2071,0,14,14,0,924,924,0,2015
KS0022,66408,378,0,0.5,0.58,18321,11157,0,3873,33351,4924,33243,9512,130307,514,1040,1040,2360,2,4,4,0,120,120,0,2015
KS0276,67757,218,0,0,0,4517,3073,328,1113,9031,1451,3811,2203,130307,41,95,312,732,456,15,8,0,201,99,0,2015
KS0323,66712,1464,0,0.93,0.93,32000,7224,182,2852,42258,5079,39225,9026,130307,49,1631,1518,21359,4708,8,4,4,156,156,0,2015
KS0325,67842,220,0,0.3,0.3,5800,4774,0,0,10574,925,8925,3542,130307,60,678,706,725,0,1,1,0,12,12,0,2015
KS0326,67050,879,0,0.45,0.45,27000,289,0,0,27289,7955,29087,6370,130307,96,120,936,4896,127,22,18,4,260,225,35,2015
KS0333,67133,3960,0,1,1.78,111000,9586,0,0,120586,5665,109034,8847,130307,115,678,2288,4484,986,106,70,13,3846,2790,270,2015
KS0334,66095,387,0,0.48,1.06,17162,11161,0,4871,33194,5029,33643,15225,130307,53,2104,1285,1905,200,193,113,43,1448,1090,84,2015
KS0342,66531,994,0,0.44,0.44,23483,5451,0,1000,29934,3989,29934,3239,130307,45,346,1449,3617,147,117,66,22,1057,508,113,2015
KS8010,66406,197,0,0,0,0,1316,0,250,1566,1250,1250,8968,130307,0,92,468,316,0,0,0,0,0,0,0,2015
KS8011,66076,807,0,0.8,0.8,23393,11299,0,0,34692,3633,35942,5498,130307,0,942,1664,5600,314,16,16,0,115,100,0,2015
KS8001,66940,659,0,0,0.6,30925,4911,0,0,35836,705,15005,8769,130307,135,955,1248,312,87,34,32,0,108,93,0,2015
KS8002,66436,3316,0,2.75,3.2,115758,20635,2295,31235,169923,20323,155323,22872,130307,665,1807,2638,29223,827,104,78,8,2039,1684,32,2015
KS8003,67649,195,0,0.25,0.25,7345,4874,0,2535,14754,3423,11443,2982,130307,0,335,520,1472,32,6,6,0,203,203,0,2015
KS8004,67219,7556,0.5,4,4,212607,18800,0,7500,238907,27100,219474,23836,131307,395,1809,2652,33558,3504,59,55,2,2002,1956,15,2015
KS8005,67138,161,0,0,0,0,64,0,0,64,893,893,1476,130307,25,0,416,283,-1,12,6,0,89,75,0,2015
KS8006,67001,1788,0,0.63,0.76,35666,6051,0,6966,48683,6026,45247,17332,130307,55,534,752,3326,163,77,54,15,1795,1397,134,2015
KS8007,66054,854,0,0.88,0.88,21000,15670,0,3370,40040,4180,32530,5163,130307,92,578,1820,4664,434,1,1,0,74,74,0,2015
KS8008,66043,11713,0,2,3.5,193613,3880,0,7911,205404,24000,235141,20466,130307,676,3337,2444,32965,854,270,250,15,4899,4781,75,2015
KS8009,67352,322,0,0.3,0.3,14796,906,282,1218,17202,1024,17230,3198,130307,73,318,624,1380,0,7,6,1,210,180,30,2015
KS0345,66039,385,0,0,0,0,0,0,2851,2851,0,1533,1537,130307,164,74,780,505,106,18,8,8,50,23,22,2015
KS0265,66963,62,0,0.25,0.25,5623,4308,0,0,9931,2460,10360,2025,114285,18,57,480,802,2,28,28,0,77,77,0,2017
KS0291,67664,127,0,0.18,0.18,4820,4439,0,4025,13284,729,9065,4441,114285,151,10,572,1629,39,34,13,6,187,85,10,2017
KS0094,66942,88,0,0.25,0.25,4200,4596,0,1000,9796,1500,8832,4796,114285,0,210,520,1944,91,63,12,0,745,62,0,2017
KS0194,67647,127,0,0.3,0.38,1607,3239,0,2750,7596,1800,9469,2559,114285,32,289,780,750,68,22,22,0,163,163,0,2017
KS0264,66964,109,0,0.25,0.25,7100,5633,242,4338,17313,1876,7721,3301,114285,104,547,520,801,8,69,25,8,260,99,8,2017
KS0104,67638,107,0,0,0,1519,0,0,55,1574,391,1688,7007,92665,9,0,312,235,0,0,0,0,0,0,0,2017
KS0208,67556,249,0,0.43,0.43,5130,4477,0,5850,15457,1218,25209,10839,114285,80,230,884,4688,98,37,13,0,300,108,0,2017
KS0168,67644,162,0,0.68,0.98,3400,3999,0,750,8149,1864,5414,6367,114285,59,346,1404,1492,381,6,6,0,85,85,0,2017
KS0023,67520,237,0.38,0.38,0.38,6880,5261,366,3536,16043,1518,15749,4107,114290,34,464,780,1654,85,46,16,7,316,70,7,2017
KS0035,66936,333,0,0.53,0.58,17288,4454,0,0,21742,1270,20174,9047,114285,261,681,1092,2266,0,45,24,6,527,208,110,2017
KS0247,67657,278,0,0.3,0.38,2711,4685,227,1185,8808,810,11175,2565,114285,207,73,780,1018,32,19,14,1,103,65,12,2017
KS0292,67481,258,0,0.38,0.38,8851,4679,0,1675,15205,2553,14930,7226,114317,48,1056,728,4624,136,82,64,7,1346,829,63,2017
KS0089,67621,244,0,0.35,0.35,4103,4634,0,600,9337,1929,9686,1286,114285,108,658,728,2100,57,6,6,0,70,55,0,2017
KS0174,66952,203,0,0.5,0.5,12585,4663,0,6625,23873,1145,11268,5085,114285,44,541,1040,2496,0,10,10,0,55,55,0,2017
KS0064,66939,269,0,0.25,0.25,5489,4681,0,0,10170,2642,9255,5788,114285,0,223,520,1965,12,89,45,0,627,195,0,2017
KS0151,66948,277,0.25,0.25,0.25,4459,4684,272,3234,12649,2219,7940,5671,114455,32,320,520,673,172,38,24,10,81,24,12,2017
KS0120,67448,391,0,0.38,0.38,7202,4719,0,422,12343,1466,12830,4388,114285,76,368,788,1681,131,50,38,0,620,528,0,2017
KS0243,67565,262,0,0.4,0.4,7120,4681,0,435,12236,2563,15740,4263,114285,260,1120,832,2347,262,44,44,0,342,342,0,2017
KS0273,66966,348,0.26,0.79,0.82,24054,5329,220,376,29979,2661,18707,12520,114285,329,656,1092,5064,30,159,101,18,1810,1216,113,2017
KS0195,67648,393,0,0.43,0.48,9177,5431,0,2849,17457,1459,17308,5816,114285,157,708,988,3901,94,64,40,9,705,559,50,2017
KS0108,67446,431,0,0.4,0.4,11436,4731,92,1700,17959,3802,17083,5941,114285,34,519,732,2492,103,50,45,0,696,631,0,2017
KS0155,66949,402,0,0.5,0.53,13700,5251,0,987,19938,1697,18636,9279,114285,39,464,999,3049,2,44,33,0,285,175,0,2017
KS0067,67436,340,0,0.4,0.4,14914,5433,0,4459,24806,3691,25063,7944,114285,33,868,832,1500,27,15,10,5,255,195,60,2017
KS0163,66951,443,0,1,1.23,6813,8304,0,7152,22269,3888,18702,14239,114540,160,405,2222,7187,430,177,177,0,2027,2027,0,2017
KS0107,67445,473,0,0.45,0.45,12281,5170,0,900,18351,4600,15209,9173,114285,166,498,832,3000,30,42,42,0,340,340,0,2017
KS0136,67430,451,0,0.48,0.48,12616,5107,0,1755,19478,3711,16718,7287,114285,147,214,988,3950,14,63,52,0,369,279,0,2017
KS0160,67454,471,0,0.4,0.4,13705,4276,0,0,17981,1536,14933,3877,114285,2,473,800,1550,0,18,15,2,213,192,14,2017
KS0193,67646,549,0,0.4,0.43,16779,11787,0,443,29009,2856,17749,4362,114285,258,659,832,3217,348,48,27,6,621,457,26,2017
KS0266,66938,684,0,0.72,0.77,20480,5422,274,1325,27501,2683,26636,8855,114285,87,1030,1352,6864,132,17,11,5,462,289,128,2017
KS0171,67490,757,0,0.5,0.5,21955,5203,0,789,27947,5422,29492,3742,114285,43,570,1040,1688,80,96,55,0,883,482,0,2017
KS0147,67525,734,0,0.48,0.51,30663,5252,100,2110,38125,2508,30319,9655,114285,23,55,988,3133,148,43,43,0,596,596,0,2017
KS0201,66956,821,0,0.88,0.88,18775,8167,259,0,27201,2246,22815,10744,114285,171,1280,1820,6582,322,72,22,22,1137,342,66,2017
KS0073,67437,844,0,0.75,0.75,26263,8218,0,2978,37459,7691,31466,15578,114285,158,1320,1560,6048,548,38,30,8,390,360,30,2017
KS0187,67455,1229,0,1.3,1.3,44761,8362,129,8345,61597,6255,58686,10006,114285,129,1389,1956,11734,574,100,77,13,2455,2163,176,2017
KS0016,67548,1330,0,1.53,1.53,48982,8583,0,933,58498,8832,58770,13703,114285,458,1036,1690,12760,544,33,27,6,796,744,52,2017
